Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Actual Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Latitude,Beneficiary Location:0:Longitude,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Latitude,Beneficiary Location:1:Longitude,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Latitude,Beneficiary Location:2:Longitude,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Latitude,Beneficiary Location:3:Longitude,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Latitude,Beneficiary Location:4:Longitude,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-zing-72,"Core funding for staff, to replicate the Really NEET model in London","Core funding to cover staff costs, supporting the development of a project in London, which will replicate and adapt the Really NEET model outside of South Yorkshire.",GBP,36000,36000,36000,2019-12-01,https://reallyneet.co.uk/,2019-12-01,2020-12-01,2020-12-01,12,GB-COH-07583111,The Really NEET Project,,07583111,"Unit One, Chemist Lane",Rotherham,S60 1NA,"The Really NEET Project was founded to meet the unique needs of NEET young people (aged 16-24) to learn in a supportive and specially tailored environment. Their projects are about much more than simply getting a job or passing a course; they hope to empower positive change in young people by giving them the tools to create stability and security in their lives that will enable them to achieve their future goals and become contributing members of wider society. They are an Award-winning South Yorkshire based Social Enterprise working with some of society’s most vulnerable young people. Their founder, Sophie Maxwell, set up the project due to her own life experiences (dropping out of school, domestic violence and homelessness) leading to her wanting to set up a college for young people who had been through similar circumstances to her, ensuring they had the right kind of support in place at such a crucial age, enabling them to achieve their dreams despite their challenges. Their 37 week ""Inspiring Change"" programme supports disadvantaged youth through: Maths and English, highly practical vocational qualifications, Personal Social Development sessions, employability sessions, home-pickups, enrichment activities, a leadership residential, and quality onsite youth work.",https://reallyneet.co.uk/,London,GB,,,E12000007,RGN/GOR,Yorkshire and The Humber,GB,,,E12000003,RGN/GOR,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-78,Funding toward a pilot of WIT's model in five local authorities,"Funding toward a pilot of the WIT's model over 18 months in five local authority areas. WIT will work alongside 25 young people and their families per area, building relationships so that the 18 months of intensive work is outcome focussed and impactful.",GBP,30000,30000,30000,2020-01-01,https://www.whateverittakesuk.com/,2020-01-01,2021-01-01,2021-01-01,12,GB-COH-11928188,Whatever It Takes,,11928188,65 Kingsway,London,WC2B 6TD,"Whatever It Takes (WIT) exists to break the destructive cycle of offending behaviours in children enabling them to enjoy lives of choice and opportunity. Highly skilled WIT Guides work alongside young people who are involved in – or are at risk of - criminal behaviours. WIT gives the young people a chance to take control over their lives and break the destructive cycle which causes deep trauma, as well as costing the taxpayer millions of pounds.",https://www.whateverittakesuk.com/,England,GB,,,E92000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-79,Digital transformation programme,"Funding and digital support toward the roll out of a digital transformation programme, as the Fair Education Alliance becomes independent from Teach First. This strand covers the auditing of the FEA membership, regularly gathering membership data for both the secretariat and members, and the piloting of tools to effectively leverage this data, aiming to improve collaboration across the membership. This core funding covers the role of a project manager in 2020, who will manage the execution of a digital transformation plan, including member audit and digital FEA member services.",GBP,35000,35000,35000,2020-01-01,https://www.faireducation.org.uk/,2020-01-01,2021-01-01,2021-01-01,12,GB-CHC-1188042,Fair Education Alliance,1188042,11884952,6 Mitre Passage,London,"SE10 0ER
","The Fair Education Alliance is a coalition of over 160 organisations working to end educational inequality. Together they drive lasting change at a local and national level, monitoring the gap between the most disadvantaged children and their wealthier peers, and using their collective voice and resources to end educational inequality.",https://www.faireducation.org.uk/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-80,Funding toward a Head of Programmes and Partnerships role,"Funding to cover a Head of Programmes and Partnership role, freeing up capacity from programme delivery onto sales, fundraising and strategy.",GBP,25000,25000,25000,2020-02-01,https://getfurther.org.uk/,2020-02-01,2021-02-01,2021-02-01,12,GB-COH-11513329,Get Further,1190809,11513329,970 Garratt Lane,London,SW17 0ND,"Get Further supports students facing challenges in further education to improve their English and maths skills and gain key qualifications, so that they can realise their aspirations for education and work. They match students to a high-quality tutor – at no cost to the student – supported by a bespoke post-16 English and maths curriculum and resources that draw on the latest evidence in cognitive science to help students build their knowledge and confidence ahead of their exams.",https://getfurther.org.uk/,England,GB,,,E92000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-81,Platform development in response to COVID19,"COVID19 response funding. Funding to support the launching of a rapid response grant process to help young people around the world lead projects that address community impacts of COVID-19, from providing meals to elderly neighbors, to launching digital mental health campaigns to support youth feeling isolated.",USD,32500,32500,32500,2020-04-01,https://www.peacefirst.org/,2020-04-01,2021-04-01,2021-04-01,12,US-EIN-04-3323467,Peace First,EIN 04-3323467,,"25 Kingston Street, 6th Floor",Boston,02211,Peace First is a non-profit organization dedicated to helping young people around the world to become powerful peacemakers by: investing in their ideas; providing them with tools and skills; connecting them with other awesome young people around the world; sharing their stories and impact with the world.,https://www.peacefirst.org,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-82,Core funding for an interim CTO and platform improvements in response to COVID19,"In response to COVID19, Learning with Parents has seen an overwhelming increase in demand for their parental engagement tool Maths with Parents. To cope with increased demand on the platform across the UK, and the roll out of improvements to the service, we have given core funding toward the salary of an interim CTO, and the back end platform, and digital support/ connections toward the rebuilding of their front-end website.
",GBP,35000,35000,35000,2020-04-01,https://www.learningwithparents.com/,2020-04-01,2021-04-01,2021-04-01,12,GB-COH-09622195,Learning with Parents,,09622195,59 Church Lane,Wareham,BH20 6DD,"Learning with Parent's mission is to motivate and empower families to have enjoyable learning experiences together. Through their programmes, they partner with schools to drive and monitor effective parental engagement and to support disadvantaged families, and partner with organisations to champion parental engagement as a means to narrow the disadvantage gap.",https://www.learningwithparents.com/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-83,Core funding in response to COVID19,"Core funding in response to COVID19, toward coverage of a shortage in event fundraising, which was due to run during the UK lockdown.",GBP,35000,35000,35000,2020-04-01,https://www.weseehope.org.uk,2020-04-01,2021-04-01,2021-04-01,12,GB-CHC-1079385,We See Hope,1079385,03926278,79 Craven Gardens,London,SW19 8LU,"We See Hope is helping some 50,000 vulnerable children and young people through some 40 partner organisations in 400 communities in sub-Saharan Africa. They are defined by: Productive partnerships; Investment; Enterprise and innocation; Being positive and passionate about potential.",https://www.weseehope.org.uk/,Kenya,KE,,,,,Malawi,MW,,,,,Tanzania,TZ,,,,,Uganda,UG,,,,,Zimbabwe,ZW,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-84,Funding toward a digital lead role for unloc.online,"COVID19 response funding. In response to the April 2020 UK lockdown, Unloc rapidly built and launched Unloc.online, a new interactive e-learning platform, providing a series of online short courses designed to encourage students aged 11-19 to explore entrepreneurship, employability, leadership and career pathways from the comfort of their own home. The team is iterating the platform and addding new content with partners, driven by a desire to support the development of young people’s aspirations, skills and career prospects coming out of COVID-19 and into the fast changing labour market.",GBP,30000,30000,30000,2020-09-01,https://unloc.org.uk/,2020-09-01,2021-09-01,,12,GB-COH-08578126,Unloc,,08578126,"Portsmouth College, Tangier Rd",Portsmouth,PO3 6PZ,"Unloc was founded in 2013 by award-winning young leaders and advocates Hayden Taylor and Ben Dowling. Their mission is to empower young people to be innovative changemakers who seek to build stronger communities and sustainable businesses. Unloc develops young people’s skills, enhances their potential and boosts their determination to succeed, through delivering inspiring educational programmes to a growing network of schools and colleges. Their programmes focus on developing: Leadership Skills, Entrepreneurial Skills, Student Voice, Career Pathways.",https://unloc.org.uk/,United Kingdom,GB,,,E92000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-85,Core funding toward year two of the Young Trustee Movement,"Core funding for continuing the Young Trustee's Movement to increase the diversity of people on charity trustee boards, starting with a focus on doubling the number of young people under 30 on boards in the UK, by 2024 (currently 3%).",GBP,10000,10000,10000,2020-09-01,https://youngtrusteesmovement.org/,2020-09-01,2021-09-01,,12,GB-COH-12611737,The Social Change Nest CIC,,12611737,237 Pentonville Road,London,N1 9NG,"Less than 3% of charity trustees are under 30. The Young Trustees Movements aims to change that, through a movement supporting youth in their preparation to become a trustee; through encouraging greater diversity at the board level; and working with recruiters to bridge between the two. The movement's initial focus is to increase age diversity, with a broader goal of increasing trustee board diversity in general.",https://thesocialchangeagency.org/nest-supporting-new-movements/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-86,Funding for recipients of the Challenge and Change Fund,"Challenge and Change is a fund dedicated to supporting the limitless energy of young people affected by injustices who are working tirelessly across England to create positive change. This fund was available to applicants 18-25 years old, working at the hard edge of injustice, and who have radical ideas, dreams, visions, and imaginations for a just and fair world for all. The fund offerred a package of mentoring and network support to help take their work to the next level.",GBP,35000,35000,35000,2020-09-01,https://www.blagravetrust.org/challenge-and-change/,2020-09-01,2021-09-01,,12,GB-CHC-1164021,The Blagrave Trust,1164021,,"4th Floor, 18 St Cross St",London,EC1N 8UN,"The Blagrave Trust's mission is to bring lasting change to the lives of young people aged 14-25 who are facing significant challenges, to enable them to make a positive transition to adulthood. Their core ambitions are: to promote and empower young people as powerful forces for change, and ensure their voices are heard in matters than affect them; and to achieve social impact beyond our immediate partners in pursuit of a fair and just society.",https://www.blagravetrust.org/,United Kingdom,GB,,,E92000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-87,"Core funding, to replicate the Really NEET model in The Midlands, after successfully starting up in London","Core funding to cover staff costs, supporting the development of a project in The Midlands, which will replicate and adapt the Really NEET model outside of South Yorkshire and London.",GBP,35000,35000,35000,2020-11-01,https://reallyneet.co.uk/,2020-12-01,2021-12-01,,12,GB-COH-07583111,The Really NEET Project,,07583111,"Unit One, Chemist Lane",Rotherham,S60 1NA,"The Really NEET Project was founded to meet the unique needs of NEET young people (aged 16-24) to learn in a supportive and specially tailored environment. Their projects are about much more than simply getting a job or passing a course; they hope to empower positive change in young people by giving them the tools to create stability and security in their lives that will enable them to achieve their future goals and become contributing members of wider society. They are an Award-winning South Yorkshire based Social Enterprise working with some of society’s most vulnerable young people. Their founder, Sophie Maxwell, set up the project due to her own life experiences (dropping out of school, domestic violence and homelessness) leading to her wanting to set up a college for young people who had been through similar circumstances to her, ensuring they had the right kind of support in place at such a crucial age, enabling them to achieve their dreams despite their challenges. Their 37 week ""Inspiring Change"" programme supports disadvantaged youth through: Maths and English, highly practical vocational qualifications, Personal Social Development sessions, employability sessions, home-pickups, enrichment activities, a leadership residential, and quality onsite youth work.",https://reallyneet.co.uk/,East Midlands,GB,,,E12000004,RGN/GOR,West Midlands,GB,,,E12000005,RGN/GOR,London,GB,,,E12000007,RGN/GOR,Yorkshire and The Humber,GB,,,E12000003,RGN/GOR,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-88,Core funding for years two and three of The Difference's school leadership programme,"Seed funding toward year two of The Difference's school leadership programme, and the recruitment and training of The Difference's third cohort of leaders. This is a new career route, creating specialist teaching leaders positioned to drive inclusion in schools, and improve outcomes for the UK’s most vulnerable young people.",GBP,35000,35000,35000,2020-11-01,https://www.the-difference.com/,2020-12-01,2021-12-01,,12,GB-CHC-1184843,The Difference Education Ltd,1184843,11426427,12 Mildenhall Road,London,E5 0RU,"The Difference is a two year programme designed to train the next generation of school leaders, upskilled in supporting pupil mental health and reducing exclusion from school. The Difference has been established to improve outcomes for excluded pupils and to reduce exclusion from school. The Difference is an award winning charity that believes that children who face harmful experiences, mental health challenges and learning difficulties deserve support, not exclusion. The majority of today's prison population were excluded when they were at school. We exist to change this story.",https://www.the-difference.com/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-89,"Third year of core funding toward the expansion of the Get Further tutoring programme, channelled through Ark","Year three of core funding toward the development and scaling of Get Further's catch-up maths and english tuition programme, for students in further education. This funding round has been passed through Ark, for matched funding under the Ark Community Match Challenge.",GBP,35000,35000,35000,2021-02-01,https://getfurther.org.uk/,2021-02-01,2022-02-01,,12,GB-CHC-1095322,Absolute Return for Kids (ARK),1095322,05112090,"The Yellow Building, 1 Nicholas Road",London,W11 4AN,"Ark is an international organisation whose purpose is to transform children's lives. All children derserve a great education - to allow them to achieve their potential and follow their dreams. They run 34 schools in the UK, and have launched their first school in Delhi, India. They want their work to benefit more children, so they operate beyond the confines of their own schools to share models that work, and to strengthen and improve education systems. ",http://arkonline.org/,England,GB,,,E92000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-90,Digital transformation programme,"Funding and in-kind digital support toward the roll out of a digital transformation programme. This strand covers the auditing of the FEA membership, regularly gathering membership data for both the secretariat and members, and the piloting of tools to effectively leverage this data, aiming to improve collaboration across the membership. This is core funding toward covering the role of a digital project manager, and the piloting of tools with the membership.",GBP,35000,35000,35000,2021-01-01,https://www.faireducation.org.uk/,2021-01-01,2022-01-01,,12,GB-CHC-1188042,Fair Education Alliance,1188042,11884952,6 Mitre Passage,London,"SE10 0ER
","The Fair Education Alliance is a coalition of over 160 organisations working to end educational inequality. Together they drive lasting change at a local and national level, monitoring the gap between the most disadvantaged children and their wealthier peers, and using their collective voice and resources to end educational inequality.",https://www.faireducation.org.uk/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-91,Core funding in response to COVID19,"Core funding in response to COVID19, toward coverage of a shortage in event fundraising, which was due to run during the UK lockdown.",GBP,15000,15000,15000,2020-07-01,https://www.weseehope.org.uk,2020-07-01,2021-07-01,,12,GB-CHC-1079385,We See Hope,1079385,03926278,79 Craven Gardens,London,SW19 8LU,"We See Hope is helping some 50,000 vulnerable children and young people through some 40 partner organisations in 400 communities in sub-Saharan Africa. They are defined by: Productive partnerships; Investment; Enterprise and innocation; Being positive and passionate about potential.",https://www.weseehope.org.uk/,Kenya,KE,,,,,Malawi,MW,,,,,Tanzania,TZ,,,,,Uganda,UG,,,,,Zimbabwe,ZW,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-92,"Funding toward prototyping solutions identified through the ""My Best Life"" digital priorities research","Paul Hamlyn Foundation are covering Phase 2 of the MyBestLife project, running design sprints with young people from the user base of UK Youth, The Mix, Leap and Princes Trust. Founders and Coders are the digital partner on this project, and the next phase will be to prototype the most compelling solutions and build through to MVP. This funding is toward the development of these prototypes.
",GBP,15000,15000,15000,2020-07-01,https://www.thinknpc.org/resource-hub/my-best-life-priorities-for-digital-technology-in-the-youth-sector/,2020-07-01,2021-07-01,,12,GB-CHC-1091450,NPC,1091450,04244715,185 Park Street,London,SE1 9BL,"NPC is in a unique positin to understand and influence the charity sector. Our team brings the practical insights and knowledge we have gained over 13+ years advising charities, social enterprises, grant-makers, donors and corporate clients.  

We combine this with our perspective as an indepent think tank, which gives us an overview of future trends, the latest thinking on how to improve the impact of charities and their funders, and insights on the issues that matter to the sector.

We're a registered charity and we share your passion for making the efforts, energy, and resources of charities go further. ",https://www.thinknpc.org/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-93,Core funding for the opening of Lighthouse's first children's home,"To support the core costs of recruitment, development and technology for the opening of Lighthouse's first children's home.",GBP,35000,35000,35000,2020-07-01,https://www.thelight-house.org.uk/,2020-07-01,2021-07-01,,12,GB-CHC-1124127,Catch 22,1124127,06577534,27 Pear Tree Street,London,EC1V 3AG,"Lighthouse children's homes combine a strong education ethos, a stable home and excellent therapeutic support from outstanding professionals. They work to recruit and train talented graduates and experienced residential care workers to support the most vulnerable young people, and use a model of practice known as social pedagogy which is the model in place in most of Western Europe. They believe that their approach will lead to more stable placements, happier children and ultimately, better life outcomes.",https://www.catch-22.org.uk,London,GB,,,E12000007,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-94,Core funding toward curiculum development and growth,"Core funding toward the completion of the Lily-Jo project's Key Stage weekly lesson curriculum; alignment to the new mandatory RSHE framework in schools; improving the student, teacher and parent user journeys through their website; and growth, including a campaign to coincide with Mental Health Awareness week.",GBP,25000,25000,25000,2021-04-01,https://www.thelilyjoproject.com/,2021-04-01,2022-04-01,,12,GB-COH-11603746,The Lily-Jo Project CIC,,11603746,7 Greenbank Avenue,Stockport,SK4 3BU,"The Lily-Jo Project is devoted to eliminating the stigma surrounding mental health through music, digital resources, and community engagement. They believe that when exposed to the basic principles of mental health from an early age, kids are empowered to: be proactive about maintaining good mental health into adulthood, and ultimately reach their full potential and achieve their dreams. The Lily-Jo Project offers: a mix of paid and unpaid consistent digital resources in the form of educational curriculum, podcasts, blog articles, and videos; a way to connect with people through the power of music; and an in-person experience (when possible) through gigs and live workshops, enabling us to engage with the community and develop real-world relationships.",https://www.thelilyjoproject.com/,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-95,Core funding toward the redevelopment of the Learning with Parents platform,"Learning with Parents are establishing themselves as the thought and action leader on embedding parental engagement in all aspects of school curriculum. To cope with increased demand on their services, our last round of funding supported the hiring of a CTO, and improvements to the back-end platform (in response to sudden increased demand during Covid-19 lockdowns), with further in-kind support under our digital stream. The team have since rebuilt their back-end platform, and this funding round is toward to its continued development, related digital projects, and other core costs.",GBP,35000,35000,35000,2021-04-01,https://www.learningwithparents.com/,2021-04-01,2022-04-01,,12,GB-CHC-1189812,Learning with Parents,1189812,09622195,59 Church Lane,Wareham,BH20 6DD,"Learning with Parent's mission is to motivate and empower families to have enjoyable learning experiences together. Through their programmes, they partner with schools to drive and monitor effective parental engagement and to support disadvantaged families, and partner with organisations to champion parental engagement as a means to narrow the disadvantage gap.",https://www.learningwithparents.com/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
360G-zing-96,Funding toward the startup of Reconnect London,"Incubated by The Difference, London Reconnect is a collaborative group of London-wide school system-leaders, who have joined together to address learning loss caused by the Covid-19 pandemic. The network spans the system. Local authority, foundation and MAT schools as well as government, philanthropists, corporate and third sector organisations are driven by a pledge: to quickly bring about change for disadvantaged and vulnerable young Londoners and make up lost ground in the wake of the pandemic. 

Hundreds of thousands of Londonʼs children have faced food poverty and fallen on the wrong side of the digital divide. Hungry, and struggling to access education online, social isolation has worsened the picture. Serious mental health problems have risen during the pandemic; as have domestic violence reports, and reports of teenage criminal exploitation.

This funding is unrestricted, including funding toward a project director.",GBP,20000,20000,20000,2021-02-01,https://www.reconnectlondon.org/,2021-06-01,2022-06-01,,12,GB-CHC-1184843,The Difference Education Ltd,1184843,11426427,12 Mildenhall Road,London,E5 0RU,"The Difference is a two year programme designed to train the next generation of school leaders, upskilled in supporting pupil mental health and reducing exclusion from school. The Difference has been established to improve outcomes for excluded pupils and to reduce exclusion from school. The Difference is an award winning charity that believes that children who face harmful experiences, mental health challenges and learning difficulties deserve support, not exclusion. The majority of today's prison population were excluded when they were at school. We exist to change this story.",https://www.the-difference.com/,United Kingdom,GB,,,K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,GB-CHC-1133342,ZING,,,ZING,,No,,2021-05-25T12:09:12Z,https://zing.org.uk/
